step,kart1_X,kart1_Y,kart1_direction,kart1_speed,DrivingMode,GameMode,getFrame,current_checkpoint,surface,lap,reward,total_reward
424,704,1088,0,0,6,2,709,35,74,127,-1.0,-359.0
425,704,1088,0,0,6,2,710,35,74,127,-1.0,-360.0
426,704,1088,0,0,6,2,711,35,74,127,-1.0,-361.0
427,704,1088,0,0,6,2,712,35,74,127,-1.0,-362.0
428,704,1088,0,0,6,2,713,35,74,127,-1.0,-363.0
429,704,1088,0,0,6,2,714,35,74,127,-1.0,-364.0
430,704,1088,0,0,6,2,715,35,74,127,-1.0,-365.0
431,704,1088,0,0,6,2,716,35,74,127,-1.0,-366.0
432,704,1088,0,0,6,2,717,35,74,127,-1.0,-367.0
433,704,1088,0,0,6,2,718,35,74,127,-1.0,-368.0
434,704,1088,0,0,6,2,719,35,74,127,-1.0,-369.0
435,704,1088,0,0,6,2,720,35,74,127,-1.0,-370.0
436,704,1088,0,0,6,2,721,35,74,127,-1.0,-371.0
437,704,1088,0,0,6,2,722,35,74,127,-1.0,-372.0
438,704,1088,0,0,6,2,723,35,74,127,-1.0,-373.0
439,704,1088,0,0,6,2,724,35,74,127,-1.0,-374.0
440,704,1088,0,0,6,2,725,35,74,127,-1.0,-375.0
441,704,1088,0,0,6,2,726,35,74,127,-1.0,-376.0
442,704,1088,0,0,6,2,727,35,74,127,-1.0,-377.0
443,704,1088,0,0,6,2,728,35,74,127,-1.0,-378.0
444,704,1088,0,0,6,2,729,35,74,127,-1.0,-379.0
445,704,1088,0,0,6,2,730,35,74,127,-1.0,-380.0
446,704,1088,0,0,6,2,731,35,74,127,-1.0,-381.0
447,704,1088,0,0,6,2,732,35,74,127,-1.0,-382.0
448,704,1088,0,0,6,2,733,35,74,127,-1.0,-383.0
449,704,1088,0,0,6,2,734,35,74,127,-1.0,-384.0
450,704,1088,0,0,6,2,735,35,74,127,-1.0,-385.0
451,704,1088,0,0,6,2,736,35,74,127,-1.0,-386.0
452,704,1088,0,0,6,2,737,35,74,127,-1.0,-387.0
453,704,1088,0,0,6,2,738,35,74,127,-1.0,-388.0
454,704,1088,0,0,6,2,739,35,74,127,-1.0,-389.0
455,704,1088,0,0,6,2,740,35,74,127,-1.0,-390.0
456,704,1088,0,0,6,2,741,35,74,127,-1.0,-391.0
457,704,1088,0,0,6,2,742,35,74,127,-1.0,-392.0
458,704,1088,0,0,6,2,743,35,74,127,-1.0,-393.0
459,704,1088,0,0,6,2,744,35,74,127,-1.0,-394.0
460,704,1088,0,0,6,2,745,35,74,127,-1.0,-395.0
461,704,1088,0,0,6,2,746,35,74,127,-1.0,-396.0
462,704,1088,0,0,6,2,747,35,74,127,-1.0,-397.0
463,704,1088,0,0,6,2,748,35,74,127,-1.0,-398.0
464,704,1088,0,0,6,2,749,35,74,127,-1.0,-399.0
465,704,1088,0,0,6,2,750,35,74,127,-1.0,-400.0
466,704,1088,0,0,6,2,751,35,74,127,-1.0,-401.0
467,704,1088,0,0,6,2,752,35,74,127,-1.0,-402.0
468,704,1088,0,0,6,2,753,35,74,127,-1.0,-403.0
469,704,1088,0,0,6,2,754,35,74,127,-1.0,-404.0
470,704,1088,0,0,6,2,755,35,74,127,-1.0,-405.0
471,704,1088,0,0,6,2,756,35,74,127,-1.0,-406.0
472,704,1088,0,0,6,2,757,35,74,127,-1.0,-407.0
473,704,1088,0,0,6,2,758,35,74,127,-1.0,-408.0
474,704,1088,0,0,6,2,759,35,74,127,-1.0,-409.0
475,704,1088,0,0,6,2,760,35,74,127,-1.0,-410.0
476,704,1088,0,0,6,2,761,35,74,127,-1.0,-411.0
477,704,1088,0,0,6,2,762,35,74,127,-1.0,-412.0
478,704,1088,0,0,6,2,763,35,74,127,-1.0,-413.0
479,704,1088,0,0,6,2,764,35,74,127,-1.0,-414.0
480,704,1088,0,0,6,2,765,35,74,127,-1.0,-415.0
481,704,1088,0,0,6,2,766,35,74,127,-1.0,-416.0
482,704,1088,0,0,6,2,767,35,74,127,-1.0,-417.0
483,704,1088,0,0,6,2,768,35,74,127,-1.0,-418.0
484,704,1088,0,0,6,2,769,35,74,127,-1.0,-419.0
485,704,1088,0,0,6,2,770,35,74,127,-1.0,-420.0
486,704,1088,0,0,6,2,771,35,74,127,-1.0,-421.0
487,704,1088,0,0,6,2,772,35,74,127,-1.0,-422.0
488,704,1088,0,0,6,2,773,35,74,127,-1.0,-423.0
489,704,1088,0,0,6,2,774,35,74,127,-1.0,-424.0
490,704,1088,0,0,6,2,775,35,74,127,-1.0,-425.0
491,704,1088,0,0,6,2,776,35,74,127,-1.0,-426.0
492,704,1088,0,0,6,2,777,35,74,127,-1.0,-427.0
493,704,1088,0,0,6,2,778,35,74,127,-1.0,-428.0
494,704,1088,0,0,6,2,779,35,74,127,-1.0,-429.0
495,704,1088,0,0,6,2,780,35,74,127,-1.0,-430.0
496,704,1088,0,0,6,2,781,35,74,127,-1.0,-431.0
497,704,1088,0,0,6,2,782,35,74,127,-1.0,-432.0
498,704,1088,0,0,6,2,783,35,74,127,-1.0,-433.0
499,704,1088,0,0,6,2,784,35,74,127,-1.0,-434.0
500,704,1088,0,0,6,2,785,35,74,127,-1.0,-435.0
501,704,1088,0,0,6,2,786,35,74,127,-1.0,-436.0
502,704,1088,0,0,6,2,787,35,74,127,-1.0,-437.0
503,704,1088,0,0,6,2,788,35,74,127,-1.0,-438.0
504,704,1088,0,0,6,2,789,35,74,127,-1.0,-439.0
505,704,1088,0,0,6,2,790,35,74,127,-1.0,-440.0
506,704,1088,0,0,6,2,791,35,74,127,-1.0,-441.0
507,704,1088,0,0,6,2,792,35,74,127,-1.0,-442.0
508,704,1088,0,0,6,2,793,35,74,127,-1.0,-443.0
509,704,1088,0,0,6,2,794,35,74,127,-1.0,-444.0
510,704,1088,0,0,6,2,795,35,74,127,-1.0,-445.0
511,704,1088,0,0,6,2,796,35,74,127,-1.0,-446.0
512,704,1088,0,0,6,2,797,35,74,127,-1.0,-447.0
513,704,1088,0,0,6,2,798,35,74,127,-1.0,-448.0
514,704,1088,0,0,6,2,799,35,74,127,-1.0,-449.0
515,704,1088,0,0,6,2,800,35,74,127,-1.0,-450.0
516,704,1088,0,0,6,2,801,35,74,127,-1.0,-451.0
517,704,1088,0,0,6,2,802,35,74,127,-1.0,-452.0
518,704,1088,0,0,6,2,803,35,74,127,-1.0,-453.0
519,704,1088,0,0,6,2,804,35,74,127,-1.0,-454.0
520,704,1088,0,0,6,2,805,35,74,127,-1.0,-455.0
521,704,1088,0,0,6,2,806,35,74,127,-1.0,-456.0
522,704,1088,0,0,6,2,807,35,74,127,-1.0,-457.0
523,704,1088,0,0,6,2,808,35,74,127,-1.0,-458.0
524,704,1088,0,0,6,2,809,35,74,127,-1.0,-459.0
525,704,1088,0,0,6,2,810,35,74,127,-1.0,-460.0
526,704,1088,0,0,6,2,811,35,74,127,-1.0,-461.0
527,704,1088,0,0,6,2,812,35,74,127,-1.0,-462.0
528,704,1088,0,0,6,2,813,35,74,127,-1.0,-463.0
529,704,1088,0,0,6,2,814,35,74,127,-1.0,-464.0
530,704,1088,0,0,6,2,815,35,74,127,-1.0,-465.0
531,704,1088,0,0,6,2,816,35,74,127,-1.0,-466.0
532,704,1088,0,0,6,2,817,35,74,127,-1.0,-467.0
533,704,1088,0,0,6,2,818,35,74,127,-1.0,-468.0
534,704,1088,0,0,6,2,819,35,74,127,-1.0,-469.0
535,704,1088,0,0,6,2,820,35,74,127,-1.0,-470.0
536,704,1088,0,0,6,2,821,35,74,127,-1.0,-471.0
537,704,1088,0,0,6,2,822,35,74,127,-1.0,-472.0
538,704,1088,0,0,6,2,823,35,74,127,-1.0,-473.0
539,704,1088,0,0,6,2,824,35,74,127,-1.0,-474.0
540,704,1088,0,0,6,2,825,35,74,127,-1.0,-475.0
541,704,1088,0,0,6,2,826,35,74,127,-1.0,-476.0
542,704,1088,0,0,6,2,827,35,74,127,-1.0,-477.0
543,704,1088,0,0,6,2,828,35,74,127,-1.0,-478.0
544,704,1088,0,0,6,2,829,35,74,127,-1.0,-479.0
545,704,1088,0,0,6,2,830,35,74,127,-1.0,-480.0
546,704,1088,0,0,6,2,831,35,74,127,-1.0,-481.0
547,704,1088,0,0,6,2,832,35,74,127,-1.0,-482.0
548,704,1088,0,0,6,2,833,35,74,127,-1.0,-483.0
549,704,1088,0,0,6,2,834,35,74,127,-1.0,-484.0
550,704,1088,0,0,6,2,835,35,74,127,-1.0,-485.0
551,704,1088,0,0,6,2,836,35,74,127,-1.0,-486.0
552,704,1088,0,0,6,2,837,35,74,127,-1.0,-487.0
553,704,1088,0,0,6,2,838,35,74,127,-1.0,-488.0
554,704,1088,0,0,6,2,839,35,74,127,-1.0,-489.0
555,704,1088,0,0,6,2,840,35,74,127,-1.0,-490.0
556,704,1088,0,0,6,2,841,35,74,127,-1.0,-491.0
557,704,1088,0,0,6,2,842,35,74,127,-1.0,-492.0
558,704,1088,0,0,6,2,843,35,74,127,-1.0,-493.0
559,704,1088,0,0,6,2,844,35,74,127,-1.0,-494.0
560,704,1088,0,0,6,2,845,35,74,127,-1.0,-495.0
561,704,1088,0,0,6,2,846,35,74,127,-1.0,-496.0
562,704,1088,0,0,6,2,847,35,74,127,-1.0,-497.0
563,704,1088,0,0,6,2,848,35,74,127,-1.0,-498.0
564,704,1088,0,0,6,2,849,35,74,127,-1.0,-499.0
565,704,1088,0,0,6,2,850,35,74,127,-1.0,-500.0
566,704,1088,0,0,6,2,851,35,74,127,-1.0,-501.0
567,704,1088,0,0,6,2,852,35,74,127,-1.0,-502.0
568,704,1088,0,0,6,2,853,35,74,127,-1.0,-503.0
569,704,1088,0,0,6,2,854,35,74,127,-1.0,-504.0
570,704,1088,0,0,6,2,855,35,74,127,-1.0,-505.0
571,704,1088,0,0,6,2,856,35,74,127,-1.0,-506.0
572,704,1088,0,0,6,2,857,35,74,127,-1.0,-507.0
573,704,1088,0,0,6,2,858,35,74,127,-1.0,-508.0
574,704,1088,0,0,6,2,859,35,74,127,-1.0,-509.0
575,704,1088,0,0,6,2,860,35,74,127,-1.0,-510.0
576,704,1088,0,0,6,2,861,35,74,127,-1.0,-511.0
577,704,1088,0,0,6,2,862,35,74,127,-1.0,-512.0
578,704,1088,0,0,6,2,863,35,74,127,-1.0,-513.0
579,704,1088,0,0,6,2,864,35,74,127,-1.0,-514.0
580,704,1088,0,0,6,2,865,35,74,127,-1.0,-515.0
581,704,1088,0,0,6,2,866,35,74,127,-1.0,-516.0
582,704,1088,0,0,6,2,867,35,74,127,-1.0,-517.0
583,704,1088,0,0,6,2,868,35,74,127,-1.0,-518.0
584,704,1088,0,0,6,2,869,35,74,127,-1.0,-519.0
585,704,1088,0,0,6,2,870,35,74,127,-1.0,-520.0
586,704,1088,0,0,6,2,871,35,74,127,-1.0,-521.0
587,704,1088,0,0,6,2,872,35,74,127,-1.0,-522.0
588,704,1088,0,0,6,2,873,35,74,127,-1.0,-523.0
589,704,1088,0,0,6,2,874,35,74,127,-1.0,-524.0
590,704,1088,0,0,6,2,875,35,74,127,-1.0,-525.0
591,704,1088,0,0,6,2,876,35,74,127,-1.0,-526.0
592,704,1088,0,0,6,2,877,35,74,127,-1.0,-527.0
593,704,1088,0,0,6,2,878,35,74,127,-1.0,-528.0
594,704,1088,0,0,6,2,879,35,74,127,-1.0,-529.0
595,704,1088,0,0,6,2,880,35,74,127,-1.0,-530.0
596,704,1088,0,0,6,2,881,35,74,127,-1.0,-531.0
597,704,1088,0,0,6,2,882,35,74,127,-1.0,-532.0
598,704,1088,0,0,6,2,883,35,74,127,-1.0,-533.0
599,704,1088,0,0,6,2,884,35,74,127,-1.0,-534.0
600,704,1088,0,0,6,2,885,35,74,127,-1.0,-535.0
601,704,1088,0,0,6,2,886,35,74,127,-1.0,-536.0
602,704,1088,0,0,6,2,887,35,74,127,-1.0,-537.0
603,704,1088,0,0,6,2,888,35,74,127,-1.0,-538.0
604,704,1088,0,0,6,2,889,35,74,127,-1.0,-539.0
605,704,1088,0,0,6,2,890,35,74,127,-1.0,-540.0
606,704,1088,0,0,6,2,891,35,74,127,-1.0,-541.0
607,704,1088,0,0,6,2,892,35,74,127,-1.0,-542.0
608,704,1088,0,0,6,2,893,35,74,127,-1.0,-543.0
609,704,1088,0,0,6,2,894,35,74,127,-1.0,-544.0
610,704,1088,0,0,6,2,895,35,74,127,-1.0,-545.0
611,704,1088,0,0,6,2,896,35,74,127,-1.0,-546.0
612,704,1088,0,0,6,2,897,35,74,127,-1.0,-547.0
613,704,1088,0,0,6,2,898,35,74,127,-1.0,-548.0
614,704,1088,0,0,6,2,899,35,74,127,-1.0,-549.0
615,704,1088,0,0,6,2,900,35,74,127,-1.0,-550.0
616,704,1088,0,0,6,2,901,35,74,127,-1.0,-551.0
617,704,1088,0,0,6,2,902,35,74,127,-1.0,-552.0
618,704,1088,0,0,6,2,903,35,74,127,-1.0,-553.0
619,704,1088,0,0,6,2,904,35,74,127,-1.0,-554.0
620,704,1088,0,0,6,2,905,35,74,127,-1.0,-555.0
621,704,1088,0,0,6,2,906,35,74,127,-1.0,-556.0
622,704,1088,0,0,6,2,907,35,74,127,-1.0,-557.0
623,704,1088,0,0,6,2,908,35,74,127,-1.0,-558.0
624,704,1088,0,0,6,2,909,35,74,127,-1.0,-559.0
625,704,1088,0,0,6,2,910,35,74,127,-1.0,-560.0
626,704,1088,0,0,6,2,911,35,74,127,-1.0,-561.0
627,704,1088,0,0,6,2,912,35,74,127,-1.0,-562.0
628,704,1088,0,0,6,2,913,35,74,127,-1.0,-563.0
629,704,1088,0,0,6,2,914,35,74,127,-1.0,-564.0
630,704,1088,0,0,6,2,915,35,74,127,-1.0,-565.0
631,704,1088,0,0,6,2,916,35,74,127,-1.0,-566.0
632,704,1088,0,0,6,2,917,35,74,127,-1.0,-567.0
633,704,1088,0,0,6,2,918,35,74,127,-1.0,-568.0
634,704,1088,0,0,6,2,919,35,74,127,-1.0,-569.0
635,704,1088,0,0,6,2,920,35,74,127,-1.0,-570.0
636,704,1088,0,0,6,2,921,35,74,127,-1.0,-571.0
637,704,1088,0,0,6,2,922,35,74,127,-1.0,-572.0
638,704,1088,0,0,6,2,923,35,74,127,-1.0,-573.0
639,704,1088,0,0,6,2,924,35,74,127,-1.0,-574.0
640,704,1088,0,0,6,2,925,35,74,127,-1.0,-575.0
641,704,1088,0,0,6,2,926,35,74,127,-1.0,-576.0
642,704,1088,0,0,6,2,927,35,74,127,-1.0,-577.0
643,704,1088,0,0,6,2,928,35,74,127,-1.0,-578.0
644,704,1088,0,0,6,2,929,35,74,127,-1.0,-579.0
645,704,1088,0,0,6,2,930,35,74,127,-1.0,-580.0
646,704,1088,0,0,6,2,931,35,74,127,-1.0,-581.0
647,704,1088,0,0,6,2,932,35,74,127,-1.0,-582.0
648,704,1088,0,0,6,2,933,35,74,127,-1.0,-583.0
649,704,1088,0,0,6,2,934,35,74,127,-1.0,-584.0
650,704,1088,0,0,6,2,935,35,74,127,-1.0,-585.0
651,704,1088,0,0,6,2,936,35,74,127,-1.0,-586.0
652,704,1088,0,0,6,2,937,35,74,127,-1.0,-587.0
653,704,1088,0,0,6,2,938,35,74,127,-1.0,-588.0
654,704,1088,0,0,6,2,939,35,74,127,-1.0,-589.0
655,704,1088,0,0,6,2,940,35,74,127,-1.0,-590.0
656,704,1088,0,0,6,2,941,35,74,127,-1.0,-591.0
657,704,1088,0,0,6,2,942,35,74,127,-1.0,-592.0
658,704,1088,0,0,6,2,943,35,74,127,-1.0,-593.0
659,704,1088,0,0,6,2,944,35,74,127,-1.0,-594.0
660,704,1088,0,0,6,2,945,35,74,127,-1.0,-595.0
661,704,1088,0,0,6,2,946,35,74,127,-1.0,-596.0
662,704,1088,0,0,6,2,947,35,74,127,-1.0,-597.0
663,704,1088,0,0,6,2,948,35,74,127,-1.0,-598.0
664,704,1088,0,0,6,2,949,35,74,127,-1.0,-599.0
665,704,1088,0,0,6,2,950,35,74,127,-1.0,-600.0
666,704,1088,0,0,6,2,951,35,74,127,-1.0,-601.0
667,704,1088,0,0,6,2,952,35,74,127,-1.0,-602.0
668,704,1088,0,0,6,2,953,35,74,127,-1.0,-603.0
669,704,1088,0,0,6,2,954,35,74,127,-1.0,-604.0
670,704,1088,0,0,6,2,955,35,74,127,-1.0,-605.0
671,704,1088,0,0,6,2,956,35,74,127,-1.0,-606.0
672,704,1088,0,0,6,2,957,35,74,127,-1.0,-607.0
673,704,1088,0,0,6,2,958,35,74,127,-1.0,-608.0
674,704,1088,0,0,6,2,959,35,74,127,-1.0,-609.0
675,704,1088,0,0,6,2,960,35,74,127,-1.0,-610.0
676,704,1088,0,0,6,2,961,35,74,127,-1.0,-611.0
677,704,1088,0,0,6,2,962,35,74,127,-1.0,-612.0
678,704,1088,0,0,6,2,963,35,74,127,-1.0,-613.0
679,704,1088,0,0,6,2,964,35,74,127,-1.0,-614.0
680,704,1088,0,0,6,2,965,35,74,127,-1.0,-615.0
681,704,1088,0,0,6,2,966,35,74,127,-1.0,-616.0
682,704,1088,0,0,6,2,967,35,74,127,-1.0,-617.0
683,704,1088,0,0,6,2,968,35,74,127,-1.0,-618.0
684,704,1088,0,0,6,2,969,35,74,127,-1.0,-619.0
685,704,1088,0,0,6,2,970,35,74,127,-1.0,-620.0
686,704,1088,0,0,6,2,971,35,74,127,-1.0,-621.0
687,704,1088,0,0,6,2,972,35,74,127,-1.0,-622.0
688,704,1088,0,0,6,2,973,35,74,127,-1.0,-623.0
689,704,1088,0,0,6,2,974,35,74,127,-1.0,-624.0
690,704,1088,0,0,6,2,975,35,74,127,-1.0,-625.0
691,704,1088,0,0,6,2,976,35,74,127,-1.0,-626.0
692,704,1088,0,0,6,2,977,35,74,127,-1.0,-627.0
693,704,1088,0,0,6,2,978,35,74,127,-1.0,-628.0
694,704,1088,0,0,6,2,979,35,74,127,-1.0,-629.0
695,704,1088,0,0,6,2,980,35,74,127,-1.0,-630.0
696,704,1088,0,0,6,2,981,35,74,127,-1.0,-631.0
697,704,1088,0,0,6,2,982,35,74,127,-1.0,-632.0
698,704,1088,0,0,6,2,983,35,74,127,-1.0,-633.0
699,704,1088,0,0,6,2,984,35,74,127,-1.0,-634.0
700,704,1088,0,0,6,2,985,35,74,127,-1.0,-635.0
701,704,1088,0,0,6,2,986,35,74,127,-1.0,-636.0
702,704,1088,0,0,6,2,987,35,74,127,-1.0,-637.0
703,704,1088,0,0,6,2,988,35,74,127,-1.0,-638.0
704,704,1088,0,0,6,2,989,35,74,127,-1.0,-639.0
705,704,1088,0,0,6,2,990,35,74,127,-1.0,-640.0
706,704,1088,0,0,6,2,991,35,74,127,-1.0,-641.0
707,704,1088,0,0,6,2,992,35,74,127,-1.0,-642.0
708,704,1088,0,0,6,2,993,35,74,127,-1.0,-643.0
709,704,1088,0,0,6,2,994,35,74,127,-1.0,-644.0
710,704,1088,0,0,6,2,995,35,74,127,-1.0,-645.0
711,704,1088,0,0,6,2,996,35,74,127,-1.0,-646.0
712,704,1088,0,0,6,2,997,35,74,127,-1.0,-647.0
713,704,1088,0,0,6,2,998,35,74,127,-1.0,-648.0
714,704,1088,0,0,6,2,999,35,74,127,-1.0,-649.0
715,704,1088,0,0,6,2,1000,35,74,127,-1.0,-650.0
716,704,1088,0,0,6,2,1001,35,74,127,-1.0,-651.0
717,704,1088,0,0,6,2,1002,35,74,127,-1.0,-652.0
718,704,1088,0,0,6,2,1003,35,74,127,-1.0,-653.0
719,704,1088,0,0,6,2,1004,35,74,127,-1.0,-654.0
720,704,1088,0,0,6,2,1005,35,74,127,-1.0,-655.0
721,704,1088,0,0,6,2,1006,35,74,127,-1.0,-656.0
722,704,1088,0,0,6,2,1007,35,74,127,-1.0,-657.0
723,704,1088,0,0,6,2,1008,35,74,127,-1.0,-658.0
724,704,1088,0,0,6,2,1009,35,74,127,-1.0,-659.0
725,704,1088,0,0,6,2,1010,35,74,127,-1.0,-660.0
726,704,1088,0,0,6,2,1011,35,74,127,-1.0,-661.0
727,704,1088,0,0,6,2,1012,35,74,127,-1.0,-662.0
728,704,1088,0,0,6,2,1013,35,74,127,-1.0,-663.0
729,704,1088,0,0,6,2,1014,35,74,127,-1.0,-664.0
730,704,1088,0,0,6,2,1015,35,74,127,-1.0,-665.0
731,704,1088,0,0,6,2,1016,35,74,127,-1.0,-666.0
732,704,1088,0,0,6,2,1017,35,74,127,-1.0,-667.0
733,704,1088,0,0,6,2,1018,35,74,127,-1.0,-668.0
734,704,1088,0,0,6,2,1019,35,74,127,-1.0,-669.0
735,704,1088,0,0,6,2,1020,35,74,127,-1.0,-670.0
736,704,1088,0,0,6,2,1021,35,74,127,-1.0,-671.0
737,704,1088,0,0,6,2,1022,35,74,127,-1.0,-672.0
738,704,1088,0,0,6,2,1023,35,74,127,-1.0,-673.0
739,704,1088,0,0,6,2,1024,35,74,127,-1.0,-674.0
740,704,1088,0,0,6,2,1025,35,74,127,-1.0,-675.0
741,704,1088,0,0,6,2,1026,35,74,127,-1.0,-676.0
742,704,1088,0,0,6,2,1027,35,74,127,-1.0,-677.0
743,704,1088,0,0,6,2,1028,35,74,127,-1.0,-678.0
744,704,1088,0,0,6,2,1029,35,74,127,-1.0,-679.0
745,704,1088,0,0,6,2,1030,35,74,127,-1.0,-680.0
746,704,1088,0,0,6,2,1031,35,74,127,-1.0,-681.0
747,704,1088,0,0,6,2,1032,35,74,127,-1.0,-682.0
748,704,1088,0,0,6,2,1033,35,74,127,-1.0,-683.0
749,704,1088,0,0,6,2,1034,35,74,127,-1.0,-684.0
750,704,1088,0,0,6,2,1035,35,74,127,-1.0,-685.0
751,704,1088,0,0,6,2,1036,35,74,127,-1.0,-686.0
752,704,1088,0,0,6,2,1037,35,74,127,-1.0,-687.0
753,704,1088,0,0,6,2,1038,35,74,127,-1.0,-688.0
754,704,1088,0,0,6,2,1039,35,74,127,-1.0,-689.0
755,704,1088,0,0,6,2,1040,35,74,127,-1.0,-690.0
756,704,1088,0,0,6,2,1041,35,74,127,-1.0,-691.0
757,704,1088,0,0,6,2,1042,35,74,127,-1.0,-692.0
758,704,1088,0,0,6,2,1043,35,74,127,-1.0,-693.0
759,704,1088,0,0,6,2,1044,35,74,127,-1.0,-694.0
760,704,1088,0,0,6,2,1045,35,74,127,-1.0,-695.0
761,704,1088,0,0,6,2,1046,35,74,127,-1.0,-696.0
762,704,1088,0,0,6,2,1047,35,74,127,-1.0,-697.0
763,704,1088,0,0,6,2,1048,35,74,127,-1.0,-698.0
764,704,1088,0,0,6,2,1049,35,74,127,-1.0,-699.0
765,704,1088,0,0,6,2,1050,35,74,127,-1.0,-700.0
766,704,1088,0,0,6,2,1051,35,74,127,-1.0,-701.0
767,704,1088,0,0,6,2,1052,35,74,127,-1.0,-702.0
768,704,1088,0,0,6,2,1053,35,74,127,-1.0,-703.0
769,704,1088,0,0,6,2,1054,35,74,127,-1.0,-704.0
770,704,1088,0,0,6,2,1055,35,74,127,-1.0,-705.0
771,704,1088,0,0,6,2,1056,35,74,127,-1.0,-706.0
772,704,1088,0,0,6,2,1057,35,74,127,-1.0,-707.0
773,704,1088,0,0,6,2,1058,35,74,127,-1.0,-708.0
774,704,1088,0,0,6,2,1059,35,74,127,-1.0,-709.0
775,704,1088,0,0,6,2,1060,35,74,127,-1.0,-710.0
776,704,1088,0,0,6,2,1061,35,74,127,-1.0,-711.0
777,704,1088,0,0,6,2,1062,35,74,127,-1.0,-712.0
778,704,1088,0,0,6,2,1063,35,74,127,-1.0,-713.0
779,704,1088,0,0,6,2,1064,35,74,127,-1.0,-714.0
780,704,1088,0,0,6,2,1065,35,74,127,-1.0,-715.0
781,704,1088,0,0,6,2,1066,35,74,127,-1.0,-716.0
782,704,1088,0,0,6,2,1067,35,74,127,-1.0,-717.0
783,704,1088,0,0,6,2,1068,35,74,127,-1.0,-718.0
784,704,1088,0,0,6,2,1069,35,74,127,-1.0,-719.0
785,704,1088,0,0,6,2,1070,35,74,127,-1.0,-720.0
786,704,1088,0,0,6,2,1071,35,74,127,-1.0,-721.0
787,704,1088,0,0,6,2,1072,35,74,127,-1.0,-722.0
788,704,1088,0,0,6,2,1073,35,74,127,-1.0,-723.0
789,704,1088,0,0,6,2,1074,35,74,127,-1.0,-724.0
790,704,1088,0,0,6,2,1075,35,74,127,-1.0,-725.0
791,704,1088,0,0,6,2,1076,35,74,127,-1.0,-726.0
792,704,1088,0,0,6,2,1077,35,74,127,-1.0,-727.0
793,704,1088,0,0,6,2,1078,35,74,127,-1.0,-728.0
794,704,1088,0,0,6,2,1079,35,74,127,-1.0,-729.0
795,704,1088,0,0,6,2,1080,35,74,127,-1.0,-730.0
796,704,1088,0,0,6,2,1081,35,74,127,-1.0,-731.0
797,704,1088,0,0,6,2,1082,35,74,127,-1.0,-732.0
798,704,1088,0,0,6,2,1083,35,74,127,-1.0,-733.0
799,704,1088,0,0,6,2,1084,35,74,127,-1.0,-734.0
800,704,1088,0,0,6,2,1085,35,74,127,-1.0,-735.0
801,704,1088,0,0,6,2,1086,35,74,127,-1.0,-736.0
802,704,1088,0,0,6,2,1087,35,74,127,-1.0,-737.0
803,704,1088,0,0,6,2,1088,35,74,127,-1.0,-738.0
804,704,1088,0,0,6,2,1089,35,74,127,-1.0,-739.0
805,704,1088,0,0,6,2,1090,35,74,127,-1.0,-740.0
806,704,1088,0,0,6,2,1091,35,74,127,-1.0,-741.0
807,704,1088,0,0,6,2,1092,35,74,127,-1.0,-742.0
808,704,1088,0,0,6,2,1093,35,74,127,-1.0,-743.0
809,704,1088,0,0,6,2,1094,35,74,127,-1.0,-744.0
810,704,1088,0,0,6,2,1095,35,74,127,-1.0,-745.0
811,704,1088,0,0,6,2,1096,35,74,127,-1.0,-746.0
812,704,1088,0,0,6,2,1097,35,74,127,-1.0,-747.0
813,704,1088,0,0,6,2,1098,35,74,127,-1.0,-748.0
814,704,1088,0,0,6,2,1099,35,74,127,-1.0,-749.0
815,704,1088,0,0,6,2,1100,35,74,127,-1.0,-750.0
816,704,1088,0,0,6,2,1101,35,74,127,-1.0,-751.0
817,704,1088,0,0,6,2,1102,35,74,127,-1.0,-752.0
818,704,1088,0,0,6,2,1103,35,74,127,-1.0,-753.0
819,704,1088,0,0,6,2,1104,35,74,127,-1.0,-754.0
820,704,1088,0,0,6,2,1105,35,74,127,-1.0,-755.0
821,704,1088,0,0,6,2,1106,35,74,127,-1.0,-756.0
822,704,1088,0,0,6,2,1107,35,74,127,-1.0,-757.0
823,704,1088,0,0,6,2,1108,35,74,127,-1.0,-758.0
824,704,1088,0,0,6,2,1109,35,74,127,-1.0,-759.0
825,704,1088,0,0,6,2,1110,35,74,127,-1.0,-760.0
826,704,1088,0,0,6,2,1111,35,74,127,-1.0,-761.0
827,704,1088,0,0,6,2,1112,35,74,127,-1.0,-762.0
828,704,1088,0,0,6,2,1113,35,74,127,-1.0,-763.0
829,704,1088,0,0,6,2,1114,35,74,127,-1.0,-764.0
830,704,1088,0,0,6,2,1115,35,74,127,-1.0,-765.0
831,704,1088,0,0,6,2,1116,35,74,127,-1.0,-766.0
832,704,1088,0,0,6,2,1117,35,74,127,-1.0,-767.0
833,704,1088,0,0,6,2,1118,35,74,127,-1.0,-768.0
834,704,1088,0,0,6,2,1119,35,74,127,-1.0,-769.0
835,704,1088,0,0,6,2,1120,35,74,127,-1.0,-770.0
836,704,1088,0,0,6,2,1121,35,74,127,-1.0,-771.0
837,704,1088,0,0,6,2,1122,35,74,127,-1.0,-772.0
838,704,1088,0,0,6,2,1123,35,74,127,-1.0,-773.0
839,704,1088,0,0,6,2,1124,35,74,127,-1.0,-774.0
840,704,1088,0,0,6,2,1125,35,74,127,-1.0,-775.0
841,704,1088,0,0,6,2,1126,35,74,127,-1.0,-776.0
